Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2450	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Lachnoclostridium_pacaense(NR_147396.1)
ASV_2451	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2452	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2453	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2454	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Muribaculum_intestinale(NR_144616.1)
ASV_2455	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2456	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2457	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_2458	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2459	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	NA	NA
ASV_2460	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2461	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Unclassified	NA	NA	NA
ASV_2462	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_2463	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_2464	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_2465	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2466	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2467	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2468	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2469	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2470	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2472	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2473	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_champanellensis(AJ515913)
ASV_2474	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2475	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2476	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2477	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2478	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2479	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_obesi(NR_133025.1)
ASV_2480	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2481	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_2482	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2483	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2484	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_2485	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2487	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2488	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2489	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_coprostanoligenes(HM037995)
ASV_2490	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_2491	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2492	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
ASV_2493	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2494	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2495	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus_catus(AB038359)
ASV_2497	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
ASV_2498	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Clostridium_viride(X81125)
ASV_2499	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
ASV_2500	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Flintibacter_butyricus(NR_144611.1)
ASV_2501	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	NA
ASV_2502	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2503	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2504	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2505	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2506	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2507	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	NA	NA
ASV_2508	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ASV_2509	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Anaerovorax	Anaerovorax_odorimutans(AJ251215)
ASV_2510	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2511	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2512	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2513	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
ASV_2514	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2515	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2516	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_2517	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_2518	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	NA
ASV_2519	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2520	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2521	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2522	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_succinatutens(AB490811)
ASV_2523	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2524	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2525	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_obesi(NR_133025.1)
ASV_2526	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_bromii(L76600)
ASV_2527	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_2528	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2529	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2530	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2531	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2532	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2533	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_2534	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2535	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2536	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2537	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
ASV_2538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_2539	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2540	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis_stercorihominis(AJ518871)
ASV_2541	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2542	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2543	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
ASV_2544	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2545	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	NA
ASV_2546	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Lysinibacillus_sp.(KC254732)
ASV_2547	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2548	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2549	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2550	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2551	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2553	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2554	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
ASV_2555	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2556	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Traorella_massiliensis(NR_147369.1)
ASV_2557	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2558	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	NA
ASV_2559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Mediterranea_massiliensis(NR_144747.1)
ASV_2560	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
ASV_2561	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2562	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_2563	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_champanellensis(AJ515913)
ASV_2564	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2565	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2566	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Colidextribacter_massiliensis(NR_147375.1)
ASV_2567	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2568	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2569	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
ASV_2570	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_2572	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2573	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
ASV_2574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_2575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2576	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2577	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis_stercorihominis(AJ518871)
ASV_2578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2579	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2580	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2581	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_vadensis(AY049713)
ASV_2582	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2583	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2584	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2585	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2586	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2587	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2588	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Flintibacter_butyricus(NR_144611.1)
ASV_2589	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Eubacterium_siraeum(L34625)
ASV_2590	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_2591	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2592	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Anaerovorax	NA
ASV_2593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2594	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	Sporobacter_termitidis(Z49863)
ASV_2595	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_2596	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2597	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
ASV_2598	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2599	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2600	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2601	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2602	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2603	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_obesi(NR_133025.1)
ASV_2604	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_2605	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2606	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	Ethanoligenens_harbinense(AY295777)
ASV_2607	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2608	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2609	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2610	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
ASV_2611	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2612	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2613	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2614	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Colidextribacter_massiliensis(NR_147375.1)
ASV_2615	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2616	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2617	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2618	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2619	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_2620	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2621	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2622	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Emergencia_timonensis(NR_144737.1)
ASV_2623	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2624	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2625	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2626	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2627	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
ASV_2628	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
ASV_2629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2631	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2632	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2633	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_2634	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2635	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2636	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_vadensis(AY049713)
ASV_2637	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2638	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia_intestinalis(AJ312385)
ASV_2639	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2640	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_finegoldii(AY643083)
ASV_2641	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2642	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2643	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
ASV_2644	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2645	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2646	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2647	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2648	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2649	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Clostridium_hathewayi(AJ311620)
ASV_2650	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2651	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Intestinimonas_butyriciproducens(KC311367)
ASV_2652	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2653	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_2654	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_2655	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
ASV_2656	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2657	Bacteria	Tenericutes	Mollicutes	NA	NA	NA	NA
ASV_2658	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2659	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2660	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2661	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_2662	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2663	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2664	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2665	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2666	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	NA
ASV_2667	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Unclassified	NA	NA	NA
ASV_2668	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2669	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2670	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
ASV_2671	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2672	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2674	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2675	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2676	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2677	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_champanellensis(AJ515913)
ASV_2678	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2679	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2680	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2681	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2682	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2683	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	Paludibacter_propionicigenes(AB078842)
ASV_2684	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2685	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA
ASV_2686	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Emergencia_timonensis(NR_144737.1)
ASV_2687	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2688	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2689	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	NA
ASV_2691	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2692	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2693	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2694	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis	Frisingicoccus_caecimuris(NR_144612.1)
ASV_2695	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_2696	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Oscillibacter_sp.(JF750939)
ASV_2697	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2698	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2699	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2700	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2701	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV_2702	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb	Clostridium_lactatifermentans(AY033434)
ASV_2703	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV_2704	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_2705	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_2706	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis	Frisingicoccus_caecimuris(NR_144612.1)
ASV_2707	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2708	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2709	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
ASV_2710	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_2711	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2712	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2713	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	NA
ASV_2714	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
ASV_2715	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2716	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_2718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Colidextribacter_massiliensis(NR_147375.1)
ASV_2719	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	NA
ASV_2720	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
